WCRNumber,mean_ci_upper,pump_loc,mean_ci_lower,TotalCompletedDepth,tot_depth_msh,gwl_2019,gsp_name,high_10,lowering_cost_high_10,deepening_cost_high_10,low_10,lowering_cost_low_10,deepening_cost_low_10,total_cost_high_10,total_cost_low_10,high_20,lowering_cost_high_20,deepening_cost_high_20,low_20,lowering_cost_low_20,deepening_cost_low_20,total_cost_high_20,total_cost_low_20,high_30,lowering_cost_high_30,deepening_cost_high_30,low_30,lowering_cost_low_30,deepening_cost_low_30,total_cost_high_30,total_cost_low_30,high_40,lowering_cost_high_40,deepening_cost_high_40,low_40,lowering_cost_low_40,deepening_cost_low_40,total_cost_high_40,total_cost_low_40,high_50,lowering_cost_high_50,deepening_cost_high_50,low_50,lowering_cost_low_50,deepening_cost_low_50,total_cost_high_50,total_cost_low_50,high_60,lowering_cost_high_60,deepening_cost_high_60,low_60,lowering_cost_low_60,deepening_cost_low_60,total_cost_high_60,total_cost_low_60,high_70,lowering_cost_high_70,deepening_cost_high_70,low_70,lowering_cost_low_70,deepening_cost_low_70,total_cost_high_70,total_cost_low_70,high_80,lowering_cost_high_80,deepening_cost_high_80,low_80,lowering_cost_low_80,deepening_cost_low_80,total_cost_high_80,total_cost_low_80,high_90,lowering_cost_high_90,deepening_cost_high_90,low_90,lowering_cost_low_90,deepening_cost_low_90,total_cost_high_90,total_cost_low_90,high_100,lowering_cost_high_100,deepening_cost_high_100,low_100,lowering_cost_low_100,deepening_cost_low_100,total_cost_high_100,total_cost_low_100,high_110,lowering_cost_high_110,deepening_cost_high_110,low_110,lowering_cost_low_110,deepening_cost_low_110,total_cost_high_110,total_cost_low_110,high_120,lowering_cost_high_120,deepening_cost_high_120,low_120,lowering_cost_low_120,deepening_cost_low_120,total_cost_high_120,total_cost_low_120,high_130,lowering_cost_high_130,deepening_cost_high_130,low_130,lowering_cost_low_130,deepening_cost_low_130,total_cost_high_130,total_cost_low_130,high_140,lowering_cost_high_140,deepening_cost_high_140,low_140,lowering_cost_low_140,deepening_cost_low_140,total_cost_high_140,total_cost_low_140,high_150,lowering_cost_high_150,deepening_cost_high_150,low_150,lowering_cost_low_150,deepening_cost_low_150,total_cost_high_150,total_cost_low_150,high_160,lowering_cost_high_160,deepening_cost_high_160,low_160,lowering_cost_low_160,deepening_cost_low_160,total_cost_high_160,total_cost_low_160,high_170,lowering_cost_high_170,deepening_cost_high_170,low_170,lowering_cost_low_170,deepening_cost_low_170,total_cost_high_170,total_cost_low_170,high_180,lowering_cost_high_180,deepening_cost_high_180,low_180,lowering_cost_low_180,deepening_cost_low_180,total_cost_high_180,total_cost_low_180,high_190,lowering_cost_high_190,deepening_cost_high_190,low_190,lowering_cost_low_190,deepening_cost_low_190,total_cost_high_190,total_cost_low_190,high_200,lowering_cost_high_200,deepening_cost_high_200,low_200,lowering_cost_low_200,deepening_cost_low_200,total_cost_high_200,total_cost_low_200,high_210,lowering_cost_high_210,deepening_cost_high_210,low_210,lowering_cost_low_210,deepening_cost_low_210,total_cost_high_210,total_cost_low_210,high_220,lowering_cost_high_220,deepening_cost_high_220,low_220,lowering_cost_low_220,deepening_cost_low_220,total_cost_high_220,total_cost_low_220,high_230,lowering_cost_high_230,deepening_cost_high_230,low_230,lowering_cost_low_230,deepening_cost_low_230,total_cost_high_230,total_cost_low_230,high_240,lowering_cost_high_240,deepening_cost_high_240,low_240,lowering_cost_low_240,deepening_cost_low_240,total_cost_high_240,total_cost_low_240,high_250,lowering_cost_high_250,deepening_cost_high_250,low_250,lowering_cost_low_250,deepening_cost_low_250,total_cost_high_250,total_cost_low_250,high_260,lowering_cost_high_260,deepening_cost_high_260,low_260,lowering_cost_low_260,deepening_cost_low_260,total_cost_high_260,total_cost_low_260,high_270,lowering_cost_high_270,deepening_cost_high_270,low_270,lowering_cost_low_270,deepening_cost_low_270,total_cost_high_270,total_cost_low_270,high_280,lowering_cost_high_280,deepening_cost_high_280,low_280,lowering_cost_low_280,deepening_cost_low_280,total_cost_high_280,total_cost_low_280,high_290,lowering_cost_high_290,deepening_cost_high_290,low_290,lowering_cost_low_290,deepening_cost_low_290,total_cost_high_290,total_cost_low_290,high_300,lowering_cost_high_300,deepening_cost_high_300,low_300,lowering_cost_low_300,deepening_cost_low_300,total_cost_high_300,total_cost_low_300,mt_ft_bls,high_mt,lowering_cost_high_mt,deepening_cost_high_mt,low_mt,lowering_cost_low_mt,deepening_cost_low_mt,total_cost_high_mt,total_cost_low_mt
WCR0134484,67.0657389839117,65.0369840996441,63.0082292153765,120,90,56.41391638829817,South Kings,failing,2699.1770784623495,0,active,0,0,2699.1770784623495,0,failing,2699.1770784623495,0,failing,2293.42610160883,0,2699.1770784623495,2293.42610160883,failing,2699.1770784623495,0,failing,2293.42610160883,0,2699.1770784623495,2293.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,failing,2699.1770784623495,11500,failing,2293.42610160883,11500,14199.17707846235,13793.42610160883,71.6592440214826,failing,2699.1770784623495,0,failing,2293.42610160883,0,2699.1770784623495,2293.42610160883
WCR0243180,81.53100335415567,79.5,77.46899664584433,160,130,75.48542941511701,South Kings,failing,5253.100335415567,0,failing,4846.899664584433,0,5253.100335415567,4846.899664584433,failing,5253.100335415567,0,failing,4846.899664584433,0,5253.100335415567,4846.899664584433,failing,5253.100335415567,0,failing,4846.899664584433,0,5253.100335415567,4846.899664584433,failing,5253.100335415567,0,failing,4846.899664584433,0,5253.100335415567,4846.899664584433,failing,5253.100335415567,0,failing,4846.899664584433,0,5253.100335415567,4846.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433,133.25239379929113,failing,5253.100335415567,11500,failing,4846.899664584433,11500,16753.10033541557,16346.899664584433
WCR0325662,898.1224796800174,896.0624382922241,894.0023969044308,155,125,71.36913304729883,South Kings,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,active,0,11500,active,0,11500,11500,11500,111.05533008982931,active,0,0,active,0,0,0,0
WCR1989-013359,937.3325524610074,935.2718192733553,933.2110860857032,1445,1415,56.41391638829817,South Kings,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,71.6592440214826,active,0,0,active,0,0,0,0
WCR1989-013492,91.95614075423433,89.92513740007865,87.89413404592298,160,130,56.41391638829817,South Kings,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,4210.586595407702,0,failing,3804.3859245765675,0,4210.586595407702,3804.3859245765675,failing,4210.586595407702,0,failing,3804.3859245765675,0,4210.586595407702,3804.3859245765675,failing,4210.586595407702,0,failing,3804.3859245765675,0,4210.586595407702,3804.3859245765675,failing,4210.586595407702,0,failing,3804.3859245765675,0,4210.586595407702,3804.3859245765675,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,failing,4210.586595407702,11500,failing,3804.3859245765675,11500,15710.586595407702,15304.385924576567,71.6592440214826,active,0,0,active,0,0,0,0
WCR1990-014356,103.96506134563249,101.9330316450264,99.90100194442032,185,155,71.36913304729883,South Kings,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,5509.899805557969,0,active,0,0,5509.899805557969,0,failing,5509.899805557969,0,failing,5103.493865436751,0,5509.899805557969,5103.493865436751,failing,5509.899805557969,0,failing,5103.493865436751,0,5509.899805557969,5103.493865436751,failing,5509.899805557969,0,failing,5103.493865436751,0,5509.899805557969,5103.493865436751,failing,5509.899805557969,0,failing,5103.493865436751,0,5509.899805557969,5103.493865436751,failing,5509.899805557969,0,failing,5103.493865436751,0,5509.899805557969,5103.493865436751,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,failing,5509.899805557969,11500,failing,5103.493865436751,11500,17009.89980555797,16603.49386543675,111.05533008982931,failing,5509.899805557969,0,failing,5103.493865436751,0,5509.899805557969,5103.493865436751
WCR1990-014357,91.95614075423433,89.92513740007865,87.89413404592298,165,135,71.36913304729883,South Kings,active,0,0,active,0,0,0,0,failing,4710.586595407702,0,active,0,0,4710.586595407702,0,failing,4710.586595407702,0,failing,4304.385924576567,0,4710.586595407702,4304.385924576567,failing,4710.586595407702,0,failing,4304.385924576567,0,4710.586595407702,4304.385924576567,failing,4710.586595407702,0,failing,4304.385924576567,0,4710.586595407702,4304.385924576567,failing,4710.586595407702,0,failing,4304.385924576567,0,4710.586595407702,4304.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,failing,4710.586595407702,11500,failing,4304.385924576567,11500,16210.586595407702,15804.385924576567,128.62540561708312,failing,4710.586595407702,0,failing,4304.385924576567,0,4710.586595407702,4304.385924576567
WCR1991-013766,75.30788005755961,73.27836740168381,71.248854745808,132,102,71.36913304729883,South Kings,failing,3075.1145254191997,0,failing,2669.2119942440386,0,3075.1145254191997,2669.2119942440386,failing,3075.1145254191997,0,failing,2669.2119942440386,0,3075.1145254191997,2669.2119942440386,failing,3075.1145254191997,0,failing,2669.2119942440386,0,3075.1145254191997,2669.2119942440386,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039,128.62540561708312,failing,3075.1145254191997,11500,failing,2669.2119942440386,11500,14575.1145254192,14169.211994244039
WCR1991-013959,106.98107867533272,104.94879831590002,102.91651795646732,185,155,75.48542941511701,South Kings,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,5208.348204353269,0,active,0,0,5208.348204353269,0,failing,5208.348204353269,0,failing,4801.892132466727,0,5208.348204353269,4801.892132466727,failing,5208.348204353269,0,failing,4801.892132466727,0,5208.348204353269,4801.892132466727,failing,5208.348204353269,0,failing,4801.892132466727,0,5208.348204353269,4801.892132466727,failing,5208.348204353269,0,failing,4801.892132466727,0,5208.348204353269,4801.892132466727,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,failing,5208.348204353269,11500,failing,4801.892132466727,11500,16708.348204353268,16301.892132466728,133.25239379929113,failing,5208.348204353269,0,failing,4801.892132466727,0,5208.348204353269,4801.892132466727
WCR1992-011414,434.5391928171978,432.49026166224724,430.4413305072967,700,670,71.36913304729883,South Kings,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,128.62540561708312,active,0,0,active,0,0,0,0
