WCRNumber,mean_ci_upper,pump_loc,mean_ci_lower,TotalCompletedDepth,tot_depth_msh,gwl_2019,gsp_name,high_10,lowering_cost_high_10,deepening_cost_high_10,low_10,lowering_cost_low_10,deepening_cost_low_10,total_cost_high_10,total_cost_low_10,high_20,lowering_cost_high_20,deepening_cost_high_20,low_20,lowering_cost_low_20,deepening_cost_low_20,total_cost_high_20,total_cost_low_20,high_30,lowering_cost_high_30,deepening_cost_high_30,low_30,lowering_cost_low_30,deepening_cost_low_30,total_cost_high_30,total_cost_low_30,high_40,lowering_cost_high_40,deepening_cost_high_40,low_40,lowering_cost_low_40,deepening_cost_low_40,total_cost_high_40,total_cost_low_40,high_50,lowering_cost_high_50,deepening_cost_high_50,low_50,lowering_cost_low_50,deepening_cost_low_50,total_cost_high_50,total_cost_low_50,high_60,lowering_cost_high_60,deepening_cost_high_60,low_60,lowering_cost_low_60,deepening_cost_low_60,total_cost_high_60,total_cost_low_60,high_70,lowering_cost_high_70,deepening_cost_high_70,low_70,lowering_cost_low_70,deepening_cost_low_70,total_cost_high_70,total_cost_low_70,high_80,lowering_cost_high_80,deepening_cost_high_80,low_80,lowering_cost_low_80,deepening_cost_low_80,total_cost_high_80,total_cost_low_80,high_90,lowering_cost_high_90,deepening_cost_high_90,low_90,lowering_cost_low_90,deepening_cost_low_90,total_cost_high_90,total_cost_low_90,high_100,lowering_cost_high_100,deepening_cost_high_100,low_100,lowering_cost_low_100,deepening_cost_low_100,total_cost_high_100,total_cost_low_100,high_110,lowering_cost_high_110,deepening_cost_high_110,low_110,lowering_cost_low_110,deepening_cost_low_110,total_cost_high_110,total_cost_low_110,high_120,lowering_cost_high_120,deepening_cost_high_120,low_120,lowering_cost_low_120,deepening_cost_low_120,total_cost_high_120,total_cost_low_120,high_130,lowering_cost_high_130,deepening_cost_high_130,low_130,lowering_cost_low_130,deepening_cost_low_130,total_cost_high_130,total_cost_low_130,high_140,lowering_cost_high_140,deepening_cost_high_140,low_140,lowering_cost_low_140,deepening_cost_low_140,total_cost_high_140,total_cost_low_140,high_150,lowering_cost_high_150,deepening_cost_high_150,low_150,lowering_cost_low_150,deepening_cost_low_150,total_cost_high_150,total_cost_low_150,high_160,lowering_cost_high_160,deepening_cost_high_160,low_160,lowering_cost_low_160,deepening_cost_low_160,total_cost_high_160,total_cost_low_160,high_170,lowering_cost_high_170,deepening_cost_high_170,low_170,lowering_cost_low_170,deepening_cost_low_170,total_cost_high_170,total_cost_low_170,high_180,lowering_cost_high_180,deepening_cost_high_180,low_180,lowering_cost_low_180,deepening_cost_low_180,total_cost_high_180,total_cost_low_180,high_190,lowering_cost_high_190,deepening_cost_high_190,low_190,lowering_cost_low_190,deepening_cost_low_190,total_cost_high_190,total_cost_low_190,high_200,lowering_cost_high_200,deepening_cost_high_200,low_200,lowering_cost_low_200,deepening_cost_low_200,total_cost_high_200,total_cost_low_200,high_210,lowering_cost_high_210,deepening_cost_high_210,low_210,lowering_cost_low_210,deepening_cost_low_210,total_cost_high_210,total_cost_low_210,high_220,lowering_cost_high_220,deepening_cost_high_220,low_220,lowering_cost_low_220,deepening_cost_low_220,total_cost_high_220,total_cost_low_220,high_230,lowering_cost_high_230,deepening_cost_high_230,low_230,lowering_cost_low_230,deepening_cost_low_230,total_cost_high_230,total_cost_low_230,high_240,lowering_cost_high_240,deepening_cost_high_240,low_240,lowering_cost_low_240,deepening_cost_low_240,total_cost_high_240,total_cost_low_240,high_250,lowering_cost_high_250,deepening_cost_high_250,low_250,lowering_cost_low_250,deepening_cost_low_250,total_cost_high_250,total_cost_low_250,high_260,lowering_cost_high_260,deepening_cost_high_260,low_260,lowering_cost_low_260,deepening_cost_low_260,total_cost_high_260,total_cost_low_260,high_270,lowering_cost_high_270,deepening_cost_high_270,low_270,lowering_cost_low_270,deepening_cost_low_270,total_cost_high_270,total_cost_low_270,high_280,lowering_cost_high_280,deepening_cost_high_280,low_280,lowering_cost_low_280,deepening_cost_low_280,total_cost_high_280,total_cost_low_280,high_290,lowering_cost_high_290,deepening_cost_high_290,low_290,lowering_cost_low_290,deepening_cost_low_290,total_cost_high_290,total_cost_low_290,high_300,lowering_cost_high_300,deepening_cost_high_300,low_300,lowering_cost_low_300,deepening_cost_low_300,total_cost_high_300,total_cost_low_300,mt_ft_bls,high_mt,lowering_cost_high_mt,deepening_cost_high_mt,low_mt,lowering_cost_low_mt,deepening_cost_low_mt,total_cost_high_mt,total_cost_low_mt
WCR0019113,114.51239466813965,112.5,110.48760533186035,240,210,19.67658108934653,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,0,failing,9548.760533186036,0,9951.239466813964,9548.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,failing,9951.239466813964,11500,failing,9548.760533186036,11500,21451.239466813964,21048.760533186036,60.957672742047514,active,0,0,active,0,0,0,0
WCR0022562,94.51102920636322,92.5,90.48897079363678,210,180,18.092868815222033,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,8951.102920636322,0,failing,8548.897079363678,0,8951.102920636322,8548.897079363678,failing,8951.102920636322,0,failing,8548.897079363678,0,8951.102920636322,8548.897079363678,failing,8951.102920636322,0,failing,8548.897079363678,0,8951.102920636322,8548.897079363678,failing,8951.102920636322,0,failing,8548.897079363678,0,8951.102920636322,8548.897079363678,failing,8951.102920636322,0,failing,8548.897079363678,0,8951.102920636322,8548.897079363678,failing,8951.102920636322,0,failing,8548.897079363678,0,8951.102920636322,8548.897079363678,failing,8951.102920636322,0,failing,8548.897079363678,0,8951.102920636322,8548.897079363678,failing,8951.102920636322,0,failing,8548.897079363678,0,8951.102920636322,8548.897079363678,failing,8951.102920636322,0,failing,8548.897079363678,0,8951.102920636322,8548.897079363678,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,failing,8951.102920636322,11500,failing,8548.897079363678,11500,20451.102920636324,20048.897079363676,52.387522319682475,active,0,0,active,0,0,0,0
WCR0023881,67.00798623948049,65,62.99201376051952,150,120,22.202949351190764,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,5700.798623948048,0,failing,5299.201376051951,0,5700.798623948048,5299.201376051951,failing,5700.798623948048,0,failing,5299.201376051951,0,5700.798623948048,5299.201376051951,failing,5700.798623948048,0,failing,5299.201376051951,0,5700.798623948048,5299.201376051951,failing,5700.798623948048,0,failing,5299.201376051951,0,5700.798623948048,5299.201376051951,failing,5700.798623948048,0,failing,5299.201376051951,0,5700.798623948048,5299.201376051951,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,failing,5700.798623948048,11500,failing,5299.201376051951,11500,17200.79862394805,16799.20137605195,58.432585201041675,active,0,0,active,0,0,0,0
WCR0024036,54.508522380932504,52.5,50.491477619067496,160,130,11.960250539994936,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,7950.85223809325,0,active,0,0,7950.85223809325,0,failing,7950.85223809325,0,failing,7549.14776190675,0,7950.85223809325,7549.14776190675,failing,7950.85223809325,0,failing,7549.14776190675,0,7950.85223809325,7549.14776190675,failing,7950.85223809325,0,failing,7549.14776190675,0,7950.85223809325,7549.14776190675,failing,7950.85223809325,0,failing,7549.14776190675,0,7950.85223809325,7549.14776190675,failing,7950.85223809325,0,failing,7549.14776190675,0,7950.85223809325,7549.14776190675,failing,7950.85223809325,0,failing,7549.14776190675,0,7950.85223809325,7549.14776190675,failing,7950.85223809325,0,failing,7549.14776190675,0,7950.85223809325,7549.14776190675,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,failing,7950.85223809325,11500,failing,7549.14776190675,11500,19450.852238093248,19049.147761906752,53.68978039273367,failing,7950.85223809325,0,active,0,0,7950.85223809325,0
WCR0024081,189.51830303620665,187.5,185.48169696379335,400,370,13.810034295987808,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,failing,18451.830303620663,0,failing,18048.169696379337,0,18451.830303620663,18048.169696379337,53.844790669703386,active,0,0,active,0,0,0,0
WCR0026235,110.51149545425648,108.5,106.48850454574352,220,190,17.21477532898199,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,8351.149545425647,0,active,0,0,8351.149545425647,0,failing,8351.149545425647,0,failing,7948.850454574353,0,8351.149545425647,7948.850454574353,failing,8351.149545425647,0,failing,7948.850454574353,0,8351.149545425647,7948.850454574353,failing,8351.149545425647,0,failing,7948.850454574353,0,8351.149545425647,7948.850454574353,failing,8351.149545425647,0,failing,7948.850454574353,0,8351.149545425647,7948.850454574353,failing,8351.149545425647,0,failing,7948.850454574353,0,8351.149545425647,7948.850454574353,failing,8351.149545425647,0,failing,7948.850454574353,0,8351.149545425647,7948.850454574353,failing,8351.149545425647,0,failing,7948.850454574353,0,8351.149545425647,7948.850454574353,failing,8351.149545425647,0,failing,7948.850454574353,0,8351.149545425647,7948.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,failing,8351.149545425647,11500,failing,7948.850454574353,11500,19851.149545425647,19448.850454574353,51.01056007691501,active,0,0,active,0,0,0,0
WCR0044412,81.99258449250712,79.98459825302663,77.97661201354614,150,120,19.67658108934653,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,4202.338798645385,0,active,0,0,4202.338798645385,0,failing,4202.338798645385,0,failing,3800.741550749288,0,4202.338798645385,3800.741550749288,failing,4202.338798645385,0,failing,3800.741550749288,0,4202.338798645385,3800.741550749288,failing,4202.338798645385,0,failing,3800.741550749288,0,4202.338798645385,3800.741550749288,failing,4202.338798645385,0,failing,3800.741550749288,0,4202.338798645385,3800.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,failing,4202.338798645385,11500,failing,3800.741550749288,11500,15702.338798645385,15300.741550749288,60.957672742047514,active,0,0,active,0,0,0,0
WCR0044914,233.02090411263083,231,228.97909588736917,490,460,17.21477532898199,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,23102.09041126308,0,failing,22697.90958873692,0,23102.09041126308,22697.90958873692,failing,23102.09041126308,0,failing,22697.90958873692,0,23102.09041126308,22697.90958873692,failing,23102.09041126308,0,failing,22697.90958873692,0,23102.09041126308,22697.90958873692,failing,23102.09041126308,0,failing,22697.90958873692,0,23102.09041126308,22697.90958873692,failing,23102.09041126308,0,failing,22697.90958873692,0,23102.09041126308,22697.90958873692,failing,23102.09041126308,0,failing,22697.90958873692,0,23102.09041126308,22697.90958873692,failing,23102.09041126308,0,failing,22697.90958873692,0,23102.09041126308,22697.90958873692,failing,23102.09041126308,0,failing,22697.90958873692,0,23102.09041126308,22697.90958873692,failing,23102.09041126308,0,failing,22697.90958873692,0,23102.09041126308,22697.90958873692,51.01056007691501,active,0,0,active,0,0,0,0
WCR0048075,213.01830303620665,211,208.98169696379335,400,370,20.612335705976236,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,16101.830303620665,0,active,0,0,16101.830303620665,0,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,failing,16101.830303620665,0,failing,15698.169696379335,0,16101.830303620665,15698.169696379335,60.957672742047514,active,0,0,active,0,0,0,0
WCR0048959,84.00956059643002,82,79.99043940356998,180,150,13.584160253185178,Grassland (DM),active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,active,0,0,active,0,0,0,0,failing,7000.956059643002,0,active,0,0,7000.956059643002,0,failing,7000.956059643002,0,failing,6599.043940356998,0,7000.956059643002,6599.043940356998,failing,7000.956059643002,0,failing,6599.043940356998,0,7000.956059643002,6599.043940356998,failing,7000.956059643002,0,failing,6599.043940356998,0,7000.956059643002,6599.043940356998,failing,7000.956059643002,0,failing,6599.043940356998,0,7000.956059643002,6599.043940356998,failing,7000.956059643002,0,failing,6599.043940356998,0,7000.956059643002,6599.043940356998,failing,7000.956059643002,0,failing,6599.043940356998,0,7000.956059643002,6599.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,failing,7000.956059643002,11500,failing,6599.043940356998,11500,18500.956059643002,18099.043940356998,51.84682137327419,active,0,0,active,0,0,0,0
