wcr_number,mean_ci_upper,pump_loc,mean_ci_lower,tot_completed_depth,gwl_2019,gsp_name,x,y
WCR0326583,194.59397917016727,192.44943721433717,190.30489525850706,398,139.22014744960825,Chowchilla,-120.44064499999998,37.05263900000001
WCR0326589,289.0051443423835,287,284.9948556576165,400,216.48022231589593,Madera Joint,-119.91475700000001,36.93843099999999
WCR0326698,232.0023961645196,230,227.9976038354804,320,106.0688606428049,Madera Joint,-119.96466400000001,36.866861
WCR0326795,192.6156671121146,190.5,188.3843328878854,300,111.11386399239353,Chowchilla,-120.35590000000002,37.061600000000006
WCR0326898,354.5270238282796,352.52061787819815,350.5142119281167,440,253.4211385145111,Madera Joint,-120.05727399999998,37.01032100000001
WCR0326899,266.2203019321013,264.2171897154364,262.21407749877153,340,253.4211385145111,Madera Joint,-120.034073,36.994592000000004
WCR0326908,408.70532756324974,406.6971567463042,404.68898592935864,500,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0326909,283.66174437595555,281.6579355463747,279.6541267167938,360,261.6080567188687,Madera Joint,-120.01016000000001,36.989009999999986
WCR0326982,318.88446656325334,316.8793222208698,314.8741778784863,400,282.6654646740093,Madera Joint,-120.10146,37.04752999999998
WCR0327033,281.00380882958086,279,276.99619117041914,360,234.4132610718954,Madera Joint,-119.88701,36.97899699999999
WCR0327121,237.00311221666487,235,232.99688778333513,340,226.75444137003453,Madera Joint,-120.10583200000002,37.00666899999999
WCR0327213,251.50380882958086,249.5,247.49619117041914,360,216.48022231589593,Madera Joint,-119.90617599999999,36.93358499999998
WCR0327214,244.50380882958086,242.5,240.49619117041914,360,216.48022231589593,Madera Joint,-119.906148,36.932296000000015
WCR0327215,306.50511187384063,304.5,302.49488812615937,389,241.39157327936095,Madera Joint,-119.87726800000002,36.937084000000006
WCR0327222,279.5051443423835,277.5,275.4948556576165,400,241.39157327936095,Madera Joint,-119.88305400000002,36.930289999999985
WCR0327228,314.5051443423835,312.5,310.4948556576165,400,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0327229,262.50380882958086,260.5,258.49619117041914,360,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0327230,283.66174437595555,281.6579355463747,279.6541267167938,397,119.38574770834178,Madera Joint,-120.15551,36.84420999999999
WCR0327231,266.2203019321013,264.2171897154364,262.21407749877153,320,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0327237,206.1740529243632,204.17352825821658,202.17300359206996,300,192.1007894133046,Madera Joint,-120.21129999999998,36.98945
WCR0327250,214.64954977334688,212.64864214644834,210.6477345195498,280,163.49471377639838,Madera Joint,-120.19263,36.945750000000004
WCR0327252,273.5040820412506,271.5,269.4959179587494,368,266.2018997284338,Madera Joint,-119.88469000000002,36.97413
WCR0327265,244.00380882958086,242,239.99619117041914,360,149.5254153397908,Madera Joint,-119.796724,36.955808000000005
WCR0327267,242.00706178099134,240.00495742743485,238.00285307387836,312,175.60581522833945,Madera Joint,-120.148781,36.961550999999986
WCR0327268,184.50013796601073,182.5,180.49986203398927,260,175.60581522833945,Madera Joint,-120.11759300000001,36.95188300000001
WCR0327461,318.88446656325334,316.8793222208698,314.8741778784863,NA,209.4826475906919,Chowchilla,-120.14461599999997,37.12868099999999
WCR0327462,185.504318573582,183.5,181.495681426418,375,178.56309482038043,Madera Joint,-120.06557000000001,37.133999999999986
WCR0327555,269.50380882958086,267.5,265.49619117041914,360,216.48022231589593,Madera Joint,-119.89502800000001,36.938421
WCR0327568,318.88446656325334,316.8793222208698,314.8741778784863,400,229.6489128219067,Madera Joint,-120.01012,36.945550000000004
WCR0327589,252.0022141395811,250,247.9977858604189,315,234.4132610718954,Madera Joint,-119.88378000000002,36.993241999999995
WCR0327610,170.9325481422602,168.80424069710173,166.67593325194326,340,126.54854399737778,Chowchilla,-120.45738499999997,37.09855699999999
WCR0327742,248.89988041173504,246.89748424721543,244.89508808269582,320,234.4132610718954,Madera Joint,-119.88458999999997,37.00341999999999
WCR0327931,248.89988041173504,246.89748424721543,244.89508808269582,320,229.6489128219067,Madera Joint,-120.01012999999998,36.97449999999999
WCR0327978,248.89988041173504,246.89748424721543,244.89508808269582,320,234.4132610718954,Madera Joint,-119.88036100000001,37.005120000000005
WCR0328624,284.00346295508103,282,279.99653704491897,350,234.4132610718954,Madera Joint,-119.88020499999998,36.989959000000006
WCR0328625,273.00380882958086,271,268.99619117041914,360,234.4132610718954,Madera Joint,-119.88552899999998,36.98263700000001
WCR0328628,287.0051443423835,285,282.9948556576165,400,265.42689021310684,Madera Joint,-119.90285,36.9595
WCR0328629,304.0051443423835,302,299.9948556576165,400,241.39157327936095,Madera Joint,-119.871494,36.934338
WCR0328721,274.92628272380784,272.9228197687268,270.9193568136458,350,241.68629720222722,Madera Joint,-120.19312999999998,37.047669999999975
WCR0328726,234.0018095203672,232,229.9981904796328,347,197.7044119115506,Madera Joint,-120.19307,37.01855
WCR1989-013230,214.64954977334688,212.64864214644834,210.6477345195498,NA,103.60159588306973,Madera Joint,-120.0282,36.858839999999994
WCR1989-013255,179.30786911038481,177.30859252966945,175.3093159489541,238,69.2358796336451,Madera Joint,-120.12431000000001,36.817309999999985
WCR1989-013262,182.64391681461368,180.64448274775816,178.64504868090265,242,137.8044978502399,Madera Joint,-120.01010000000001,36.902370000000005
WCR1989-013321,185.15024361798302,183.15069165083355,181.15113968368408,NA,161.96403129607407,Madera Joint,-120.02833999999999,36.91672999999998
WCR1989-013488,261.8786037955443,259.875668773592,257.8727337516397,335,137.8044978502399,Madera Joint,-120.01010000000001,36.902370000000005
WCR1990-013653,266.2203019321013,264.2171897154364,262.21407749877153,340,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1990-013809,318.88446656325334,316.8793222208698,314.8741778784863,400,100.60193228541854,Madera Joint,-119.88423999999999,36.88799
WCR1990-013810,274.92628272380784,272.9228197687268,270.9193568136458,350,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1990-014009,214.64954977334688,212.64864214644834,210.6477345195498,285,129.64604584805153,Madera Joint,-120.02824,36.873299999999986
WCR1990-015357,132.5453085532599,130.5420432032956,128.5387778533313,220,101.76275982471628,Merced,-120.67655999999998,37.42608999999999
WCR1991-012977,283.66174437595555,281.6579355463747,279.6541267167938,360,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1991-012981,318.88446656325334,316.8793222208698,314.8741778784863,400,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1991-013120,318.88446656325334,316.8793222208698,314.8741778784863,400,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1991-013327,280.1640691731816,278.1603981107331,276.15672704828467,356,69.2358796336451,Madera Joint,-120.14206000000001,36.815349999999995
WCR1991-013451,147.96100484163605,145.9632273990619,143.96544995648776,200,141.6356081524816,Madera Joint,-119.95622999999999,36.87342000000001
WCR1991-013454,283.66174437595555,281.6579355463747,279.6541267167938,360,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1991-013455,283.66174437595555,281.6579355463747,279.6541267167938,360,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1992-010612,206.1740529243632,204.17352825821658,202.17300359206996,270,137.8044978502399,Madera Joint,-120.01010000000001,36.887830000000015
WCR1992-010613,131.7363058202671,129.73929951241902,127.74229320457094,184,105.25394435182625,Madera Joint,-120.01009000000002,36.84435999999997
WCR1992-010950,197.735621544751,195.7354835787403,193.73534561272956,260,104.14940825677354,Madera Joint,-119.79456999999998,36.88813
WCR1992-011032,266.2203019321013,264.2171897154364,262.21407749877153,340,184.553015990724,Madera Joint,-119.99213999999998,36.916659999999986
WCR1992-011226,222.00380882958086,220,217.99619117041914,360,119.19829406559003,Madera Joint,-119.90233999999998,36.88804
WCR1993-007686,227.42975320671442,225.42827890737584,223.42680460803726,314,76.38599158943967,Madera Joint,-120.08797,36.83021000000001
WCR1993-007687,164.37914222245536,162.38057677473924,160.38201132702312,NA,129.64604584805153,Madera Joint,-120.02830000000002,36.90239
WCR1993-007761,275.7985144905622,273.7950167293741,271.791518968186,351,137.8044978502399,Madera Joint,-120.01010000000001,36.902370000000005
WCR1993-007762,317.11305052275713,315.10797116380127,313.1028918048454,398,241.39157327936095,Madera Joint,-119.84875,36.91654999999999
WCR1993-007860,214.64954977334688,212.64864214644834,210.6477345195498,280,141.6356081524816,Madera Joint,-119.97423,36.88799
WCR1993-007861,266.2203019321013,264.2171897154364,262.21407749877153,340,137.8044978502399,Madera Joint,-120.01010000000001,36.887830000000015
WCR1993-007876,140.49856544771612,138.5,136.50143455228388,220,129.64604584805153,Madera Joint,-120.02827000000002,36.88784999999999
WCR1993-007975,197.57839760941715,195.53978908546162,193.5011805615061,342,150.82414994507454,Mc Mullin,-120.14226,36.62577
WCR1993-008065,306.5068282570274,304.50214271625384,302.4974571754803,386,76.38599158943967,Madera Joint,-120.08797,36.83021000000001
WCR1993-008072,218.90082887393166,216.89973128440064,214.89863369486963,285,104.14940825677354,Madera Joint,-119.79567,36.87766
WCR1994-007374,307.00671037117615,305,302.99328962882385,450,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1994-007377,318.88446656325334,316.8793222208698,314.8741778784863,400,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1994-007382,308.00671037117615,306,303.99328962882385,450,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1994-007385,193.0018835089168,191,188.9981164910832,313,105.25394435182625,Madera Joint,-120.01009000000002,36.84435999999997
WCR1994-007386,242.00706178099134,240.00495742743485,238.00285307387836,312,161.96403129607407,Madera Joint,-120.04659999999998,36.91674
WCR1994-007437,214.64954977334688,212.64864214644834,210.6477345195498,280,202.12811785610606,Madera Joint,-119.95627,36.91653000000001
WCR1994-007445,261.8786037955443,259.875668773592,257.8727337516397,335,119.19829406559003,Madera Joint,-119.92025,36.87348000000001
WCR1994-007725,177.64232442760974,175.6431266967191,173.64392896582845,226,129.64604584805153,Madera Joint,-120.02830000000002,36.90239
WCR1994-007753,214.001660989205,212,209.998339010795,300,161.96403129607407,Madera Joint,-120.04659999999998,36.91674
WCR1994-007789,254.50380882958086,252.5,250.49619117041914,360,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1994-008482,161.74569218189941,159.7114828672244,157.67727355254937,265,101.76275982471628,Merced,-120.67682999999998,37.41122999999999
WCR1995-006854,274.0051443423835,272,269.9948556576165,400,66.23392609319491,North Kings,-119.86562,36.844709999999985
WCR1995-006855,270.50380882958086,268.5,266.49619117041914,360,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1995-006859,226.5753012517792,224.57386442545814,222.5724275991371,300,129.64604584805153,Madera Joint,-120.04657000000002,36.90239
WCR1995-006896,227.50311221666487,225.5,223.49688778333513,340,76.38599158943967,Madera Joint,-120.10573,36.829759999999986
WCR1995-006975,164.4993159802967,162.5,160.5006840197033,264,129.64604584805153,Madera Joint,-120.02824,36.873299999999986
WCR1995-006976,172.99935536176918,171,169.00064463823082,292,141.6356081524816,Madera Joint,-119.97423,36.88799
WCR1995-007036,227.79803514220606,225.75772537932784,223.7174156164496,393,79.08588941264709,North Kings,-119.73847,36.90351
WCR1997-007394,318.88446656325334,316.8793222208698,314.8741778784863,420,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1997-007456,294.1821970544892,292.1779795640359,290.1737620735826,372,161.96403129607407,Madera Joint,-120.04659999999998,36.91674
WCR1997-007461,354.5270238282796,352.52061787819815,350.5142119281167,445,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1998-006530,119.00397994901601,117,114.99602005098399,400,104.14940825677354,Madera Joint,-119.79456999999998,36.88813
WCR1998-006745,298.5051443423835,296.5,294.4948556576165,400,241.39157327936095,Madera Joint,-119.88504,36.916479999999986
WCR1999-007728,131.7363058202671,129.73929951241902,127.74229320457094,180,75.06590264268971,Madera Joint,-119.82917,36.85944
WCR2003-009135,134.6413687549713,132.61085605226026,130.58034334954922,227,123.94013539806106,Merced,-120.60441000000002,37.38214
WCR2016-003785,211.36385099359512,209.20880308554214,207.05375517748917,440,147.83507777417657,Chowchilla,-120.330651,37.06164299999999
WCR2016-003786,195.3990728398351,193.25400885662074,191.1089448734064,400,139.59456628001422,Chowchilla,-120.40575099999998,37.03791999999999
WCR2016-003787,195.3990728398351,193.25400885662074,191.1089448734064,400,139.59456628001422,Chowchilla,-120.401354,37.023131
WCR2016-003788,211.36385099359512,209.20880308554214,207.05375517748917,440,126.54854399737778,Chowchilla,-120.431928,37.09069799999998
WCR2016-003791,234.86381105885098,232.69521043156055,230.52660980427012,500,212.6977026593045,Chowchilla,-120.25893400000001,37.066518
WCR2016-003795,273.0143673464064,270.82614680938383,268.63792627236126,600,139.55770073310623,Chowchilla,-120.29616700000001,37.110951
WCR2016-003803,211.36385099359512,209.20880308554214,207.05375517748917,440,147.83507777417657,Chowchilla,-120.319018,37.055713999999995
WCR2016-003835,273.0143673464064,270.82614680938383,268.63792627236126,600,139.55770073310623,Chowchilla,-120.31859599999999,37.10548800000001
WCR2016-003910,500.6906268252116,498.6798101504643,496.66899347571695,600,197.7044119115506,Madera Joint,-120.181742,37.01535899999997
WCR2016-003917,273.0143673464064,270.82614680938383,268.63792627236126,600,147.83507777417657,Chowchilla,-120.33031900000002,37.069897000000005
WCR2016-003918,211.36385099359512,209.20880308554214,207.05375517748917,440,147.83507777417657,Chowchilla,-120.30679999999997,37.06168799999998
WCR2016-003919,273.0143673464064,270.82614680938383,268.63792627236126,600,154.815001538843,Chowchilla,-120.359916,37.032577999999994
WCR2016-004095,273.0143673464064,270.82614680938383,268.63792627236126,600,237.28998095817758,Chowchilla,-120.21171,37.07648099999999
WCR2016-004097,265.47572955312205,263.29118155053953,261.106633547957,580,237.28998095817758,Chowchilla,-120.21143200000002,37.071794999999995
WCR2016-004102,273.0143673464064,270.82614680938383,268.63792627236126,600,237.28998095817758,Chowchilla,-120.210452,37.06985299999998
WCR2016-004107,211.36385099359512,209.20880308554214,207.05375517748917,440,154.815001538843,Chowchilla,-120.349047,37.01810999999999
WCR2016-004111,209.7787146405875,207.6246280158022,205.47054139101687,436,132.7151658619275,Chowchilla,-120.398284,37.100075999999994
WCR2016-004235,234.86381105885098,232.69521043156055,230.52660980427012,500,207.6848782372278,Chowchilla,-120.288458,37.092516
WCR2016-004242,273.0143673464064,270.82614680938383,268.63792627236126,600,111.11386399239353,Chowchilla,-120.35153500000001,37.06343099999999
WCR2016-004248,273.0143673464064,270.82614680938383,268.63792627236126,600,139.22014744960825,Chowchilla,-120.430248,37.067103
WCR2016-004265,310.1059153072099,307.90086380341785,305.6958122996258,700,207.6848782372278,Chowchilla,-120.28391400000001,37.09615499999998
WCR2017-003956,234.86381105885098,232.69521043156055,230.52660980427012,500,75.32413845231703,Chowchilla,-120.44323000000001,36.98911999999999
WCR2017-004057,390.5554840122355,388.54788538461344,386.54028675699135,480,265.42689021310684,Madera Joint,-119.91274599999998,36.96095899999998
WCR0268794,316.75945029872923,314.7037287933792,312.64800728802913,600,96.74789532277929,Kern Groundwater Authority,-119.85874000000001,35.6947
WCR0283030,525.062315603034,523.0003026245704,520.9382896461068,800,165.62720145546297,Merced,-120.182,37.29477999999998
WCR0001241,143.01239466813965,141,138.98760533186035,240,33.92524319222201,SJREC (DM),-121.02165,37.19522999999998
WCR0001685,187.17469980848423,185.1585951788986,183.14249054931295,334,13.423064596570175,SJREC (DM),-120.73502,37.06242000000001
WCR0001688,78.5085223809325,76.5,74.4914776190675,NA,19.14611186584195,SJREC (DM),-120.56980399999998,37.068713
WCR0001802,135.92591211514275,133.89521393845655,131.86451576177035,220,81.81258270529634,Merced,-120.67771,37.35308
WCR0001810,135.92591211514275,133.89521393845655,131.86451576177035,220,101.18547816298523,Merced,-120.46064999999999,37.2954
WCR0001811,135.92591211514275,133.89521393845655,131.86451576177035,220,101.18547816298523,Merced,-120.44271000000002,37.28048999999999
WCR0001814,123.11051700547834,121.08171894194038,119.05292087840242,200,94.00920251175188,Merced,-120.62343,37.33838999999998
WCR0001820,60.50660488697918,58.5,56.49339511302082,125,19.67658108934653,SJREC (DM),-120.86214,37.092650000000006
WCR0001834,168.2364935080117,166.20146170030256,164.1664298925934,270,60.68655576815865,Merced,-120.62392000000001,37.29490999999999
WCR0001838,129.51102920636322,127.5,125.48897079363678,210,47.88616644544074,SJREC (DM),-120.89974999999997,37.03487999999999
WCR0001881,148.80601000672326,146.77351028634197,144.7410105659607,NA,94.00920251175188,Merced,-120.64142999999999,37.353019999999994
WCR0001883,128.03161087310218,126,123.96838912689783,230,105.74470663213623,Merced,-120.45967,37.35377999999999
WCR0002934,223.24541390819883,221.20420167535354,219.16298944250826,354,118.25791712949932,Merced,-120.33394999999996,37.28086000000001
WCR0002953,113.51149545425648,111.5,109.48850454574352,220,24.590717862573356,SJREC (DM),-120.80912999999998,37.02002000000001
WCR0002954,187.01485150954275,185,182.98514849045725,300,95.61472166680682,Northern Central (DM),-120.81028,36.932990000000004
WCR0002993,158.50543481845673,156.4716446630686,154.43785450768044,255,120.88604808764424,Merced,-120.45940999999999,37.36835999999998
WCR0002994,142.3582134870695,140.3266026139673,138.29499174086513,230,56.2503778100151,Merced,-120.73407999999999,37.329468999999996
WCR0003127,72.00798623948049,70,67.99201376051951,150,11.949803525957897,SJREC (DM),-120.64463999999998,37.03268999999999
WCR0003134,116.72894783313251,114.7011385078349,112.67332918253729,190,81.81258270529634,Merced,-120.65288699999999,37.34760199999999
WCR0003962,119.91746890331498,117.88916193141665,115.86085495951832,196,102.55107165069829,Merced,-120.53151,37.33893
WCR0003965,123.11051700547834,121.08171894194038,119.05292087840242,201,81.97780134392556,Merced,-120.58695999999999,37.30947
WCR0004923,127.22729272835127,125.21534223129429,123.2033917342373,230,47.88616644544074,SJREC (DM),-120.881741,37.035476999999986
WCR0004943,128.51261278698004,126.5,124.48738721301996,245,16.71795816167109,SJREC (DM),-120.988665,37.253491000000004
WCR0004975,172.1373956824572,170.10188021929704,168.0663647561369,276,129.08351004416716,Merced,-120.42274,37.41198999999999
WCR0005301,124.51239466813965,122.5,120.48760533186035,240,26.516003944348068,SJREC (DM),-120.86293999999998,37.04948000000002
WCR0005362,153.97499148609091,151.94179728362903,149.90860308116714,248,81.97780134392556,Merced,-120.58064500000002,37.331912999999986
WCR0005363,126.30798503927116,124.27870238366839,122.24941972806562,205,81.97780134392556,Merced,-120.58695999999999,37.30947
WCR0005364,87.02617250151397,85,82.97382749848603,195,81.97780134392556,Merced,-120.569151,37.30030099999998
WCR0005366,126.30798503927116,124.27870238366839,122.24941972806562,205,97.47530139538907,Merced,-120.43668500000001,37.31947799999998
WCR0005369,75.1287754438056,73.10811361484168,71.08745178587778,124,22.55642369756816,Merced,-120.78783999999997,37.30958999999999
WCR0005963,136.02879806353798,134,131.97120193646202,200,110.96699188721108,Merced,-120.618842,37.401930999999976
WCR0005964,81.0246854132221,79,76.9753145867779,160,13.520550260935295,Merced,-120.84181999999998,37.33844999999998
WCR0005972,126.30798503927116,124.27870238366839,122.24941972806562,205,81.97780134392556,Merced,-120.60531999999999,37.32389999999998
WCR0005984,230.50680425698116,228.46486600838548,226.42292775978981,NA,125.35431666898945,Merced,-120.38843,37.23634
WCR0005985,230.50680425698116,228.46486600838548,226.42292775978981,365,193.02785845987881,Merced,-120.33396,37.22196999999999
WCR0005987,232.48930153259082,230.44716819797037,228.40503486334993,368,45.86959587009851,Merced,-120.51941999999998,37.12038999999999
WCR0006357,105.9234035100325,103.8973355506263,101.87126759122009,173,40.04844309252785,Merced,-120.749295,37.320441999999986
WCR0006364,70.00798623948049,68,65.99201376051951,150,11.949803525957897,SJREC (DM),-120.64465999999999,37.01815999999999
WCR0006365,132.0306981766862,130,127.9693018233138,220,77.74979143708998,Merced,-120.63499199999997,37.324667999999996
WCR0006366,118.64151105356062,116.61340235113632,114.58529364871201,193,59.005603850897074,Merced,-120.58721999999997,37.29502
WCR0006764,54.506323839775085,52.5,50.493676160224915,120,19.068997436089752,SJREC (DM),-120.93419000000002,37.10738
WCR0006785,176.03583391240136,174,171.96416608759864,280,110.96699188721108,Merced,-120.65131100000002,37.383138999999986
WCR0006787,279.6556003283165,277.6091775109471,275.56275469357774,439,101.81609390625478,Merced,-120.60464999999999,37.36766999999999
WCR0006813,129.50977100526495,127.4800101881441,125.45024937102325,210,101.81609390625478,Merced,-120.56763,37.353199999999994
WCR0007003,73.00798623948049,71,68.99201376051951,150,12.446624897085476,SJREC (DM),-120.62657999999999,37.04702999999999
WCR0007020,180.60533044345138,178.56879137901703,176.53225231458268,289,140.29216037685055,Merced,-120.58522999999997,37.425520000000006
WCR0007022,70.1589168999161,68.1391714714344,66.1194260429527,116,13.236642697112913,Merced,-120.8599,37.29541999999999
WCR0007071,139.1400856889939,137.1089281306665,135.0777705723391,225,81.97780134392556,Merced,-120.60548,37.30934
WCR0007134,123.11051700547834,121.08171894194038,119.05292087840242,200,105.74470663213623,Merced,-120.44183,37.339309999999976
WCR0007166,197.60366213633873,195.56516964009185,193.52667714384498,315,105.72008661979403,Merced,-120.35212,37.281109999999984
WCR0007167,153.32835801559511,151.29524983395166,149.2621416523082,247,101.18547816298523,Merced,-120.46079999999999,37.28051999999998
WCR0007182,129.50977100526495,127.4800101881441,125.45024937102325,210,81.97780134392556,Merced,-120.60548,37.30934
WCR0007246,200.88168798020465,198.8428332970659,196.80397861392717,320,105.74470663213623,Merced,-120.44183,37.339309999999976
WCR0007247,162.0306981766862,160,157.9693018233138,220,140.29216037685055,Merced,-120.60387999999998,37.41104999999998
WCR0007286,203.50615201214592,201.46701055814611,199.4278691041463,324,81.39544270973371,Merced,-120.49689000000001,37.26617999999999
WCR0007291,165.03249972038128,163,160.96750027961872,240,110.96699188721108,Merced,-120.61312399999998,37.368852
WCR0007392,116.72894783313251,114.7011385078349,112.67332918253729,NA,101.81609390625478,Merced,-120.56784000000002,37.338649999999994
WCR0007581,128.2285447937874,126.19897447450703,124.16940415522666,208,81.97780134392556,Merced,-120.60548,37.30934
WCR0007589,239.10404794119955,237.06127306950376,235.01849819780796,378,125.41910900878044,Merced,-120.611963,37.41718099999998
WCR0009104,166.03336557620094,164,161.96663442379906,250,110.96699188721108,Merced,-120.63738999999998,37.39840900000001
WCR0009105,155.9132374352224,153.8991676188305,151.88509780243857,280,34.85317489271677,SJREC (DM),-121.02296999999999,37.15175
WCR0009123,182.56249919325617,180.52572849557316,178.48895779789015,292,140.29216037685055,Merced,-120.577144,37.41281000000001
WCR0009146,155.9132374352224,153.8991676188305,151.88509780243857,280,18.41867859799664,SJREC (DM),-120.89460000000001,37.114599999999996
WCR0009183,150.74327787172788,148.71051602014643,146.67775416856497,243,44.791316999663124,Merced,-120.758774,37.341300999999994
WCR0009325,115.83413982699449,113.82311062063127,111.81208141426805,210,26.516003944348068,SJREC (DM),-120.86245000000001,37.07841999999999
WCR0009427,89.51281116062482,87.48954978373015,85.46628840683549,147,43.44798566538069,Merced,-120.76886999999998,37.382250000000006
WCR0009476,77.02247928661343,75,72.97752071338657,140,66.7011735742325,Merced,-120.715361,37.338369999999976
WCR0009538,59.52020369749639,57.5,55.47979630250361,120,12.859319671575088,Merced,-120.84215000000002,37.309450000000005
WCR0009566,98.0246854132221,96,93.9753145867779,160,22.55642369756816,Merced,-120.80573,37.32394
WCR0009567,129.50977100526495,127.4800101881441,125.45024937102325,210,33.37312033211053,Merced,-120.60698,37.22212999999999
WCR0009623,178.03661646271655,176,173.96338353728345,290,97.47530139538907,Merced,-120.44238000000001,37.31025999999999
WCR0009825,172.1373956824572,170.10188021929704,168.0663647561369,276,94.00920251175188,Merced,-120.64854000000001,37.33577699999998
WCR0009905,211.39022216028889,209.35023582465158,207.31024948901427,336,101.18547816298523,Merced,-120.44274000000001,37.26561999999999
WCR0009920,207.03885468313874,205,202.96114531686126,330,114.72117722655915,Merced,-120.402951,37.288664
WCR0009921,237.04474243370518,235,232.95525756629482,410,97.47530139538907,Merced,-120.43719800000001,37.31301
WCR0011141,195.53760586516916,193.5,191.46239413483084,303,123.94013539806106,Merced,-120.60308900000001,37.386491999999976
WCR0011327,154.62176922058578,152.5884892202304,150.55520921987502,249,102.55107165069829,Merced,-120.54949,37.35333999999999
WCR0011719,202.84986705865256,200.8107970519001,198.77172704514763,323,140.29216037685055,Merced,-120.56692,37.41109999999998
WCR0011760,158.50543481845673,156.4716446630686,154.43785450768044,255,94.00920251175188,Merced,-120.627149,37.365017
WCR0011761,157.85780284575472,155.82409716911786,153.790391492481,254,118.25791712949932,Merced,-120.316903,37.277480999999995
WCR0011774,122.257570829888,120.22890324395053,118.20023565801306,NA,101.18547816298523,Merced,-120.428159,37.271857000000004
WCR0013531,87.59323160178155,85.58470922084905,83.57618683991655,100,13.423064596570175,SJREC (DM),-120.73502,37.06242000000001
WCR0013539,81.0090473341722,79,76.9909526658278,170,19.14611186584195,SJREC (DM),-120.5909,37.061550000000004
WCR0013563,148.80601000672326,146.77351028634197,144.7410105659607,240,118.25791712949932,Merced,-120.29764,37.280460000000005
WCR0013566,404.27981450520747,402.2540587935592,400.2283030819109,700,97.75811145266827,Northern Central (DM),-120.75559000000001,36.91683999999999
WCR0013800,240.42816793083375,238.38526633548466,236.34236474013557,380,97.47530139538907,Merced,-120.44211999999997,37.32477
WCR0013801,144.29095423807237,142.25907424509018,140.22719425210798,233,97.47530139538907,Merced,-120.44211999999997,37.32477
WCR0013805,142.3582134870695,140.3266026139673,138.29499174086513,230,81.81258270529634,Merced,-120.65962,37.35302999999998
WCR0013813,118.003805939128,115.97579676571299,113.94778759229797,192,94.00920251175188,Merced,-120.64643299999999,37.338851
WCR0013814,158.50543481845673,156.4716446630686,154.43785450768044,NA,94.00920251175188,Merced,-120.64161999999997,37.338489999999986
WCR0013834,129.51102920636322,127.5,125.48897079363678,210,47.88616644544074,SJREC (DM),-120.89974999999997,37.03487999999999
WCR0013836,158.50543481845673,156.4716446630686,154.43785450768044,255,101.81609390625478,Merced,-120.593325,37.33872599999999
WCR0013837,67.00798623948049,65,62.99201376051952,150,11.949803525957897,SJREC (DM),-120.62655999999998,37.03256999999999
WCR0013838,90.96185415411813,88.95301541838961,86.9441766826611,166,10.840156075038875,SJREC (DM),-120.652536,37.027278999999986
WCR0013844,177.99752203857497,175.96129445777675,173.92506687697852,285,103.94330031680931,Merced,-120.514188,37.338792
WCR0013845,91.39864722855538,89.37505378462684,87.35146034069831,NA,85.95479352834032,Merced,-120.53183,37.32444000000001
WCR0013847,154.03336557620094,152,149.96663442379906,250,81.97780134392556,Merced,-120.58682,37.324009999999994
WCR0013848,119.51304131783148,117.5,115.48695868216852,255,25.571034503954326,SJREC (DM),-120.80955999999998,36.990869999999994
WCR0014071,152.0132518212737,150,147.9867481787263,260,33.92524319222201,SJREC (DM),-121.02165,37.19522999999998
WCR0014214,94.54633033365664,92.52218794702279,90.49804556038893,155,44.74526652533905,Merced,-120.73332000000002,37.29504999999997
WCR0015139,64.50743986042914,62.5,60.492560139570855,140,23.484970105636638,SJREC (DM),-120.73428,37.13505
WCR0015181,222.00144648018545,219.84010680761543,217.6787671350454,467,135.15401637945868,Chowchilla,-120.33799,37.16372999999999
WCR0015198,320.52118342188487,318.471501330556,316.42181923922715,500,25.010114236196287,Merced,-120.57369999999997,37.13518999999999
WCR0015524,47.01684858613201,45,42.983151413867994,90,12.859319671575088,Merced,-120.84200999999997,37.32396000000001
WCR0015547,166.28783357516568,164.2530463359803,162.2182590967949,267,125.41910900878044,Merced,-120.62206,37.41100999999998
WCR0015561,208.10326690660688,206.06362983466016,204.02399276271345,331,140.29216037685055,Merced,-120.59477500000001,37.42990399999998
