wcr_number,mean_ci_upper,pump_loc,mean_ci_lower,tot_completed_depth,gwl_2019,gsp_name,x,y
WCR0000686,248.89988041173504,246.89748424721543,244.89508808269582,320,216.48022231589593,Madera Joint,-119.90316999999999,36.93054999999999
WCR0000687,248.89988041173504,246.89748424721543,244.89508808269582,320,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0000688,248.89988041173504,246.89748424721543,244.89508808269582,320,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0000726,192.001660989205,190,187.998339010795,300,175.60581522833945,Madera Joint,-120.13742,36.94570999999999
WCR0000730,287.50507935895587,285.5,283.49492064104413,393,265.42689021310684,Madera Joint,-119.903,36.94503000000001
WCR0000732,283.66174437595555,281.6579355463747,279.6541267167938,280,216.48022231589593,Madera Joint,-119.90734700000002,36.938421
WCR0000734,259.5025048049072,257.5,255.49749519509282,323,149.5254153397908,Madera Joint,-119.79413,36.95983999999998
WCR0000746,286.0051443423835,284,281.9948556576165,400,201.41115705601615,Madera Joint,-120.02842,36.94559
WCR0000764,284.5051443423835,282.5,280.4948556576165,400,241.39157327936095,Madera Joint,-119.87788100000002,36.918214
WCR0000804,199.6156671121146,197.5,195.3843328878854,300,111.11386399239353,Chowchilla,-120.35584000000001,37.04715000000001
WCR0000808,212.94656635310886,210.79056492058345,208.63456348805803,444,74.03324134451631,Chowchilla,-120.42806,36.97433999999999
WCR0001109,278.5039458217985,276.5,274.4960541782015,368,209.4826475906919,Chowchilla,-120.13013700000002,37.127770999999996
WCR0001693,197.81030985047443,195.66369346449451,193.5170770785146,NA,187.26900963258964,Chowchilla,-120.30154,37.032740000000004
WCR0001700,212.001660989205,210,207.998339010795,300,197.7044119115506,Madera Joint,-120.17506000000002,37.03316000000002
WCR0001735,194.3709054417544,192.37092310212358,190.37094076249278,312,192.1007894133046,Madera Joint,-120.20854999999997,37.00913700000001
WCR0002187,252.00380882958086,250,247.99619117041914,300,216.48022231589593,Madera Joint,-119.89306099999999,36.9318
WCR0002198,297.0051443423835,295,292.9948556576165,400,216.48022231589593,Madera Joint,-119.89937699999997,36.934626999999985
WCR0002207,248.89988041173504,246.89748424721543,244.89508808269582,320,241.39157327936095,Madera Joint,-119.88765299999999,36.93566800000001
WCR0002972,302.14506398321436,300,297.85493601678564,400,140.62652175803692,Chowchilla,-120.40989000000002,37.076119999999996
WCR0003426,269.5051443423835,267.5,265.4948556576165,400,261.6080567188687,Madera Joint,-120.01798899999997,36.988498999999976
WCR0003432,343.7923095444703,341.786274596271,339.78023964807176,428,234.4132610718954,Madera Joint,-119.876649,36.98267500000001
WCR0003433,265.00448608981606,263,260.99551391018394,380,234.4132610718954,Madera Joint,-119.86654,36.98876
WCR0003434,293.0051443423835,291,288.9948556576165,400,266.2018997284338,Madera Joint,-119.88469000000002,36.97413
WCR0003443,310.0051443423835,308,305.9948556576165,400,241.39157327936095,Madera Joint,-119.87244799999998,36.935805999999985
WCR0003446,284.5051443423835,282.5,280.4948556576165,400,241.39157327936095,Madera Joint,-119.882612,36.918106
WCR0004884,234.50311221666487,232.5,230.49688778333513,340,231.0489848137916,Madera Joint,-119.80061399999997,36.960450999999985
WCR0004891,236.50311221666487,234.5,232.49688778333513,340,231.0489848137916,Madera Joint,-119.79919999999997,36.954668
WCR0004892,195.00328819450525,193,190.99671180549475,345,149.5254153397908,Madera Joint,-119.79413,36.95983999999998
WCR0004903,255.81311773889126,253.81043282990234,251.8077479209134,388,129.64604584805153,Madera Joint,-120.02830000000002,36.90239
WCR0005599,248.89988041173504,246.89748424721543,244.89508808269582,320,234.4132610718954,Madera Joint,-119.874685,36.984852999999994
WCR0005977,156.7495346187681,154.63188471234804,152.51423480592797,300,147.83507777417657,Chowchilla,-120.30158000000002,37.07624
WCR0005989,294.5051443423835,292.5,290.4948556576165,400,265.42689021310684,Madera Joint,-119.899834,36.96595
WCR0006155,244.0018095203672,242,239.9981904796328,320,219.66469187652277,Madera Joint,-120.13371,37.011683000000005
WCR0006275,318.88446656325334,316.8793222208698,314.8741778784863,400,290.55559006937335,Madera Joint,-120.025705,37.05632099999998
WCR0006384,318.88446656325334,316.8793222208698,314.8741778784863,400,292.6667864684077,Madera Joint,-119.99241999999997,37.047250000000005
WCR0006391,301.21825319906486,299.2137671092488,297.20928101943275,380,294.4887591973049,Madera Joint,-119.99656,37.043518000000006
WCR0006680,266.2203019321013,264.2171897154364,262.21407749877153,340,226.75444137003453,Madera Joint,-120.08728000000002,36.98961499999998
WCR0006681,266.2203019321013,264.2171897154364,262.21407749877153,340,261.6080567188687,Madera Joint,-119.98197599999999,37.00938299999998
WCR0006716,410.5250981670945,408.51687097793615,406.5086437887778,502,234.4132610718954,Madera Joint,-119.8665,37.00341000000001
WCR0006830,238.00380882958086,236,233.99619117041914,360,156.99882735009786,Madera Joint,-120.22466,36.96200199999999
WCR0006854,292.0051443423835,290,287.9948556576165,400,258.014550728031,Madera Joint,-119.89104999999998,36.977631
WCR0006959,283.66174437595555,281.6579355463747,279.6541267167938,360,197.7044119115506,Madera Joint,-120.16486400000001,37.01924799999998
WCR0007201,363.4991572715185,361.4924469003424,359.4857365291662,450,265.42689021310684,Madera Joint,-119.92121,36.94503999999999
WCR0007333,221.00514434238355,219,216.99485565761645,400,178.56309482038043,Madera Joint,-120.0655,37.11965
WCR0007334,193.14506398321436,191,188.85493601678564,400,96.20205800964882,Chowchilla,-120.46457,37.01815999999999
WCR0007376,297.0051443423835,295,292.9948556576165,400,234.4132610718954,Madera Joint,-119.87634399999999,36.976821999999984
WCR0007378,336.00671037117615,334,331.99328962882385,450,241.39157327936095,Madera Joint,-119.86181500000001,36.933073999999976
WCR0007561,321.0332149585305,319.027992090143,317.02276922175554,NA,265.42689021310684,Madera Joint,-119.91325799999998,36.96311500000001
WCR0008567,340.0051443423835,338,335.9948556576165,400,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0009218,340.2219281926744,338.21601831596007,336.21010843924574,NA,265.42689021310684,Madera Joint,-119.92121,36.94503999999999
WCR0009305,408.70532756324974,406.6971567463042,404.68898592935864,500,292.6667864684077,Madera Joint,-120.01344,37.068307
WCR0009306,294.00701056727075,292,289.99298943272925,460,226.75444137003453,Madera Joint,-120.10621700000002,37.00449899999999
WCR0009326,307.00640595008144,305,302.99359404991856,440,263.9436067829124,Madera Joint,-119.97568600000001,37.009210999999986
WCR0009586,408.70532756324974,406.6971567463042,404.68898592935864,500,282.6654646740093,Madera Joint,-120.111884,37.05407499999999
WCR0009603,301.21825319906486,299.2137671092488,297.20928101943275,390,175.60581522833945,Madera Joint,-120.15607000000001,36.94577999999999
WCR0009950,379.7082153076536,377.7009675679015,375.6937198281494,468,184.553015990724,Madera Joint,-120.01712200000001,36.92902199999999
WCR0011149,318.88446656325334,316.8793222208698,314.8741778784863,400,294.4887591973049,Madera Joint,-119.99224,37.03281999999998
WCR0011150,318.88446656325334,316.8793222208698,314.8741778784863,400,226.75444137003453,Madera Joint,-120.10133,37.00389
WCR0011151,283.66174437595555,281.6579355463747,279.6541267167938,360,229.6489128219067,Madera Joint,-120.01012999999998,36.97449999999999
WCR0012070,870.1413565318311,868.1227316001839,866.1041066685367,985,234.4132610718954,Madera Joint,-119.87657200000001,36.99977699999999
WCR0012926,175.05770042256927,172.92643094389888,170.7951614652285,350,111.11386399239353,Chowchilla,-120.33783,37.07615
WCR0013006,263.6143694998184,261.6113634540432,259.60835740826803,337,219.66469187652277,Madera Joint,-120.13775,37.01853
WCR0013556,225.00132414068128,223,220.99867585931872,291,222.92412305454607,Madera Joint,-120.21113,37.01850999999999
WCR0014287,237.5023961645196,235.5,233.4976038354804,320,216.48022231589593,Madera Joint,-119.92135000000002,36.93055999999998
WCR0014295,248.89988041173504,246.89748424721543,244.89508808269582,320,216.48022231589593,Madera Joint,-119.90316999999999,36.93054999999999
WCR0014307,296.50481756328014,294.5,292.49518243671986,390,241.39157327936095,Madera Joint,-119.883041,36.935526
WCR0014308,318.88446656325334,316.8793222208698,314.8741778784863,400,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0014309,248.89988041173504,246.89748424721543,244.89508808269582,320,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0014313,288.5053059924679,286.5,284.4946940075321,405,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0014314,283.66174437595555,281.6579355463747,279.6541267167938,360,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0014315,196.0020309264843,194,191.9979690735157,310,150.22967048425238,Madera Joint,-120.30065,36.94577000000001
WCR0014530,211.25497988726121,209.2542249708344,207.2534700544076,276,175.60581522833945,Madera Joint,-120.11933,36.960379999999994
WCR0014535,274.92628272380784,272.9228197687268,270.9193568136458,350,266.2018997284338,Madera Joint,-119.86677,36.95961
WCR0014539,274.92628272380784,272.9228197687268,270.9193568136458,350,265.42689021310684,Madera Joint,-119.903,36.94503000000001
WCR0014546,283.66174437595555,281.6579355463747,279.6541267167938,360,265.42689021310684,Madera Joint,-119.92121,36.94503999999999
WCR0014547,361.70282611874785,359.6961762910564,357.689526463365,NA,202.12811785610606,Madera Joint,-119.93881,36.93055999999998
WCR0014549,270.00380882958086,268,265.99619117041914,360,229.6489128219067,Madera Joint,-120.01014999999997,36.96003999999999
WCR0014561,417.812729855638,415.8042786835557,413.7958275114734,510,234.4132610718954,Madera Joint,-119.8665,37.00341000000001
WCR0014789,295.0051443423835,293,290.9948556576165,400,241.39157327936095,Madera Joint,-119.88151000000002,36.918165999999985
WCR0015238,235.1312694786704,233,230.8687305213296,350,207.6848782372278,Chowchilla,-120.26678299999998,37.085455
WCR0015550,318.88446656325334,316.8793222208698,314.8741778784863,400,226.75444137003453,Madera Joint,-120.071014,36.986094000000016
WCR0015554,408.70532756324974,406.6971567463042,404.68898592935864,500,257.33834483183364,Madera Joint,-120.11961,37.04759
WCR0015555,318.88446656325334,316.8793222208698,314.8741778784863,400,253.4211385145111,Madera Joint,-120.02856,36.98908000000001
WCR0015570,255.81311773889126,253.81043282990234,251.8077479209134,328,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0015607,332.00701056727075,330,327.99298943272925,460,294.4887591973049,Madera Joint,-119.993542,37.039917999999986
WCR0015928,312.00701056727075,310,307.99298943272925,460,216.48022231589593,Madera Joint,-119.905655,36.938424999999995
WCR0016247,408.70532756324974,406.6971567463042,404.68898592935864,309,265.42689021310684,Madera Joint,-119.910864,36.95355
WCR0016258,220.42461171058338,218.42344638538287,216.42228106018237,NA,201.41115705601615,Madera Joint,-120.037277,36.966844
WCR0016552,300.00640595008144,298,295.99359404991856,440,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0016554,408.70532756324974,406.6971567463042,404.68898592935864,500,265.42689021310684,Madera Joint,-119.92121,36.94503999999999
WCR0016564,332.00701056727075,330,327.99298943272925,460,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0016565,340.00701056727075,338,335.99298943272925,460,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0016609,318.88446656325334,316.8793222208698,314.8741778784863,400,237.28998095817758,Madera Joint,-120.22935999999997,37.04756
WCR0016666,266.2203019321013,264.2171897154364,262.21407749877153,340,253.4211385145111,Madera Joint,-120.02856,36.98908000000001
WCR0016667,283.66174437595555,281.6579355463747,279.6541267167938,360,234.4132610718954,Madera Joint,-119.88023,36.98376199999999
WCR0016678,283.66174437595555,281.6579355463747,279.6541267167938,360,226.75444137003453,Madera Joint,-120.10064499999997,37.00227700000001
WCR0018787,318.88446656325334,316.8793222208698,314.8741778784863,400,261.6080567188687,Madera Joint,-119.99201000000001,36.9889
WCR0018809,288.5040820412506,286.5,284.4959179587494,368,234.4132610718954,Madera Joint,-119.88548699999998,36.99049300000001
WCR0018810,270.00380882958086,268,265.99619117041914,360,234.4132610718954,Madera Joint,-119.88738400000001,36.990487999999985
WCR0018895,244.50380882958086,242.5,240.49619117041914,360,226.75444137003453,Madera Joint,-120.07386200000002,36.995566999999994
WCR0019110,285.0051443423835,283,280.9948556576165,400,258.014550728031,Madera Joint,-119.90259999999998,37.00341999999999
WCR0019111,288.5051443423835,286.5,284.4948556576165,400,216.48022231589593,Madera Joint,-119.89591199999997,36.933567
WCR0019128,354.5270238282796,352.52061787819815,350.5142119281167,440,266.2018997284338,Madera Joint,-119.87997,36.973201
WCR0019158,147.8577738962136,145.74721028971936,143.63664668322514,285,126.54854399737778,Chowchilla,-120.42784,37.09088
WCR0019181,292.00640595008144,290,287.99359404991856,440,282.6654646740093,Madera Joint,-120.10151,37.06191
WCR0019679,325.00671037117615,323,320.99328962882385,450,216.48022231589593,Madera Joint,-119.91509699999997,36.92375700000001
WCR0020321,225.1341596162416,223,220.8658403837584,360,207.6848782372278,Chowchilla,-120.28358999999998,37.09088999999999
WCR0020326,318.88446656325334,316.8793222208698,314.8741778784863,400,192.1007894133046,Madera Joint,-120.21129999999998,36.98945
WCR0020327,266.5047516461807,264.5,262.4952483538193,388,263.9436067829124,Madera Joint,-119.97389000000001,37.003509999999984
WCR0020333,247.00514434238355,245,242.99485565761645,400,234.4132610718954,Madera Joint,-119.885443,36.99865599999999
WCR0020334,274.00380882958086,272,269.99619117041914,360,265.42689021310684,Madera Joint,-119.888842,36.973574
WCR0020400,262.00380882958086,260,257.99619117041914,360,149.5254153397908,Madera Joint,-119.79413,36.95983999999998
WCR0020408,288.0403029600662,286.0363230110502,284.03234306203416,365,184.553015990724,Madera Joint,-120.00068099999999,36.90294199999999
WCR0020428,354.5270238282796,352.52061787819815,350.5142119281167,440,297.60567425506474,Madera Joint,-120.06504,37.01846
WCR0020453,283.66174437595555,281.6579355463747,279.6541267167938,360,226.75444137003453,Madera Joint,-120.094418,37.009026
WCR0020543,318.88446656325334,316.8793222208698,314.8741778784863,NA,200.05053963373666,Madera Joint,-120.1932,37.004000000000005
WCR0020872,318.88446656325334,316.8793222208698,314.8741778784863,400,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0020929,277.0041498619625,275,272.9958501380375,370,265.42689021310684,Madera Joint,-119.897927,36.95388500000001
WCR0021009,182.001660989205,180,177.998339010795,300,163.49471377639838,Madera Joint,-120.19263,36.945750000000004
WCR0021065,283.66174437595555,281.6579355463747,279.6541267167938,360,216.48022231589593,Madera Joint,-119.92135000000002,36.93055999999998
WCR0021066,283.66174437595555,281.6579355463747,279.6541267167938,360,216.48022231589593,Madera Joint,-119.92135000000002,36.93055999999998
WCR0021073,258.0051443423835,256,253.99485565761645,400,216.48022231589593,Madera Joint,-119.894925,36.931932999999994
WCR0021081,274.92628272380784,272.9228197687268,270.9193568136458,350,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0021082,291.0051443423835,289,286.9948556576165,400,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0021088,187.66020423006063,185.6605345706291,183.66086491119756,220,103.60159588306973,Madera Joint,-120.041727,36.83863099999999
WCR0021097,235.13512296488923,233.13331344452203,231.13150392415483,320,163.49471377639838,Madera Joint,-120.15969999999999,36.95467199999999
WCR0021100,147.96100484163605,145.9632273990619,143.96544995648776,200,134.88630693167153,Madera Joint,-120.13749,36.87327999999998
WCR0021104,238.50353251865374,236.5,234.49646748134626,352,226.75444137003453,Madera Joint,-120.08316999999998,37.003790000000016
WCR0021111,243.50311221666487,241.5,239.49688778333513,340,234.4132610718954,Madera Joint,-119.88742299999998,36.98317900000001
WCR0021113,247.17474386317846,245.17242036535998,243.1700968675415,368,226.75444137003453,Madera Joint,-120.06953999999998,36.98394900000001
WCR0021117,274.92628272380784,272.9228197687268,270.9193568136458,350,265.42689021310684,Madera Joint,-119.90285,36.9595
WCR0021119,226.5753012517792,224.57386442545814,222.5724275991371,294,175.60581522833945,Madera Joint,-120.11927,36.945730000000005
WCR0021120,283.66174437595555,281.6579355463747,279.6541267167938,360,175.60581522833945,Madera Joint,-120.11927,36.945730000000005
WCR0021121,260.5051443423835,258.5,256.4948556576165,400,216.48022231589593,Madera Joint,-119.88929000000002,36.93703399999999
WCR0021298,257.5445654959509,255.5418088836615,253.53905227137213,330,234.4132610718954,Madera Joint,-119.87659599999999,36.993804999999995
WCR0021299,248.89988041173504,246.89748424721543,244.89508808269582,320,234.4132610718954,Madera Joint,-119.88465,36.98867
WCR0021404,283.66174437595555,281.6579355463747,279.6541267167938,360,265.42689021310684,Madera Joint,-119.903,36.94503000000001
WCR0021409,282.0051443423835,280,277.9948556576165,400,229.6489128219067,Madera Joint,-120.01012,36.945550000000004
WCR0021436,261.8786037955443,259.875668773592,257.8727337516397,335,234.4132610718954,Madera Joint,-119.88458999999997,37.00341999999999
WCR0021839,224.8674296864522,222.86606793966735,220.8647061928825,292,219.66469187652277,Madera Joint,-120.13775,37.01853
WCR0021853,310.03796124288004,308.0331436795999,306.02832611631976,390,294.4887591973049,Madera Joint,-119.982794,37.041650999999995
WCR0021859,327.7571774648872,325.75171097002436,323.7462444751615,410,294.4887591973049,Madera Joint,-119.987473,37.04466699999998
WCR0021997,245.45089045468885,243.44863981471153,241.4463891747342,328,219.66469187652277,Madera Joint,-120.13775,37.01853
WCR0023302,262.7463338576009,260.7433632994252,258.7403927412495,336,226.75444137003453,Madera Joint,-120.09483899999998,37.003582
WCR0023320,305.62471946247933,303.62006704518024,301.61541462788114,385,265.42689021310684,Madera Joint,-119.903,36.94503000000001
WCR0023324,173.5023961645196,171.5,169.4976038354804,320,149.5254153397908,Madera Joint,-119.79413,36.95983999999998
WCR0023455,408.70532756324974,406.6971567463042,404.68898592935864,500,263.9436067829124,Madera Joint,-119.97389000000001,37.003509999999984
WCR0023676,306.5068282570274,304.50214271625384,302.4974571754803,386,261.6080567188687,Madera Joint,-120.01602300000002,36.98342099999999
WCR0023678,463.6600294793344,461.65023064561245,459.6404318118905,560,261.6080567188687,Madera Joint,-119.99201000000001,36.9889
WCR0023732,261.8786037955443,259.875668773592,257.8727337516397,335,257.33834483183364,Madera Joint,-120.13778,37.04764000000001
WCR0025241,283.0051443423835,281,278.9948556576165,400,216.48022231589593,Madera Joint,-119.90565900000001,36.93587499999998
WCR0025242,285.5051443423835,283.5,281.4948556576165,400,265.42689021310684,Madera Joint,-119.90273999999997,36.97404
WCR0025249,296.0051443423835,294,291.9948556576165,400,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0025894,270.5051443423835,268.5,266.4948556576165,400,265.42689021310684,Madera Joint,-119.91177599999997,36.940087000000005
WCR0025895,283.66174437595555,281.6579355463747,279.6541267167938,360,265.42689021310684,Madera Joint,-119.903,36.94503000000001
WCR0025913,283.66174437595555,281.6579355463747,279.6541267167938,360,216.48022231589593,Madera Joint,-119.89502800000001,36.938421
WCR0026171,259.0030060457752,257,254.9969939542248,337,234.4132610718954,Madera Joint,-119.88379499999999,36.99049799999999
WCR0026181,276.67104029227653,274.6675077736228,272.66397525496905,352,261.6080567188687,Madera Joint,-119.99201000000001,36.9889
WCR0026190,287.0051443423835,285,282.9948556576165,400,216.48022231589593,Madera Joint,-119.91419499999999,36.93843099999999
WCR0026257,249.00380882958086,247,244.99619117041914,360,226.75444137003453,Madera Joint,-120.088633,36.99566999999998
WCR0026817,390.5554840122355,388.54788538461344,386.54028675699135,480,201.41115705601615,Madera Joint,-120.02849,36.96016999999999
WCR0027191,408.70532756324974,406.6971567463042,404.68898592935864,500,294.4887591973049,Madera Joint,-119.98126799999997,37.036127
WCR0027230,283.0051443423835,281,278.9948556576165,400,197.7044119115506,Madera Joint,-120.18172000000001,37.020883999999995
WCR0027231,276.0051443423835,274,271.9948556576165,400,226.75444137003453,Madera Joint,-120.086625,36.997467
WCR0027532,343.5068609920005,341.5,339.4931390079995,455,292.6667864684077,Madera Joint,-119.99184199999998,37.05130699999998
WCR0028507,248.89988041173504,246.89748424721543,244.89508808269582,320,216.48022231589593,Madera Joint,-119.92135000000002,36.93055999999998
WCR0028510,297.00594121102546,295,292.99405878897454,425,216.48022231589593,Madera Joint,-119.90316999999999,36.93054999999999
WCR0028511,252.00380882958086,250,247.99619117041914,360,216.48022231589593,Madera Joint,-119.91339699999999,36.93551499999999
WCR0028523,214.501660989205,212.5,210.498339010795,300,109.56952568526945,Madera Joint,-120.07179399999998,36.86212100000001
WCR0029760,307.00640595008144,305,302.99359404991856,440,216.48022231589593,Madera Joint,-119.905655,36.938424999999995
WCR0029857,274.92628272380784,272.9228197687268,270.9193568136458,396,258.7121963855446,Madera Joint,-120.104735,37.09606899999998
WCR0029953,269.00380882958086,267,264.99619117041914,360,258.014550728031,Madera Joint,-119.89120000000001,36.980347000000016
WCR0030367,291.0051443423835,289,286.9948556576165,400,265.42689021310684,Madera Joint,-119.92121,36.94503999999999
WCR0030368,304.0051443423835,302,299.9948556576165,400,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0030382,318.88446656325334,316.8793222208698,314.8741778784863,400,265.42689021310684,Madera Joint,-119.92108000000002,36.959450000000004
WCR0030393,266.2203019321013,264.2171897154364,262.21407749877153,340,226.75444137003453,Madera Joint,-120.09288,37.009027
WCR0030394,283.66174437595555,281.6579355463747,279.6541267167938,360,253.4211385145111,Madera Joint,-120.02643500000002,36.993359999999996
WCR0030396,244.58944716191976,242.58723302233867,240.58501888275757,315,234.4132610718954,Madera Joint,-119.878295,36.99050800000001
WCR0030490,183.62830744515847,181.5,179.37169255484153,340,75.32413845231703,Chowchilla,-120.44637999999998,36.98897999999999
WCR0030509,221.45584513702735,219.45463407736446,217.45342301770157,310,163.49471377639838,Madera Joint,-120.17479000000002,36.96046
WCR0030512,300.5051443423835,298.5,296.4948556576165,400,294.4887591973049,Madera Joint,-120.000902,37.03629
WCR0030519,318.88446656325334,316.8793222208698,314.8741778784863,400,266.2018997284338,Madera Joint,-119.88469000000002,36.97413
WCR0030678,300.0051443423835,298,295.9948556576165,400,216.48022231589593,Madera Joint,-119.91762199999998,36.938434999999984
WCR0030679,338.00671037117615,336,333.99328962882385,450,241.39157327936095,Madera Joint,-119.88753199999998,36.917235
WCR0030728,318.88446656325334,316.8793222208698,314.8741778784863,400,261.9734094563296,Madera Joint,-120.17488999999998,37.09110999999999
WCR0030912,318.88446656325334,316.8793222208698,314.8741778784863,400,226.75444137003453,Madera Joint,-120.10551400000001,37.00458899999999
WCR0031156,221.45584513702735,219.45463407736446,217.45342301770157,300,161.96403129607407,Madera Joint,-120.0279,36.909237000000005
WCR0031304,166.501660989205,164.5,162.498339010795,300,137.8044978502399,Madera Joint,-120.00240500000001,36.870341999999994
WCR0031341,244.50514434238355,242.5,240.49485565761645,400,234.4132610718954,Madera Joint,-119.88458999999997,37.00341999999999
WCR0031374,130.00013796601073,128,125.99986203398929,260,76.38599158943967,Madera Joint,-120.06941999999998,36.82995999999998
WCR0031857,463.6600294793344,461.65023064561245,459.6404318118905,560,273.4056800132816,Madera Joint,-119.97415,37.032649999999975
WCR0031899,372.4949110030001,370.48790043572933,368.4808898684586,225,234.4132610718954,Madera Joint,-119.86654,36.98876
WCR0031942,263.50380882958086,261.5,259.49619117041914,360,226.75444137003453,Madera Joint,-120.10214900000001,37.001735000000004
WCR0032145,336.6555294647254,334.64974537035505,332.6439612759847,275,241.68629720222722,Madera Joint,-120.17488999999998,37.07657000000001
WCR0032207,336.00730662410416,334,331.99269337589584,470,297.60567425506474,Madera Joint,-120.02882999999997,37.01841
WCR0032670,351.0211698139766,349,346.9788301860234,500,43.23612444976223,SJREC (DM),-120.51826,36.93054999999999
WCR0032680,292.50578409437037,290.5,288.49421590562963,420,253.4211385145111,Madera Joint,-120.057981,37.00869599999999
WCR0033314,248.89988041173504,246.89748424721543,244.89508808269582,320,234.4132610718954,Madera Joint,-119.8665,37.00341000000001
WCR0033322,248.89988041173504,246.89748424721543,244.89508808269582,320,234.4132610718954,Madera Joint,-119.88465,36.98867
WCR0033805,225.50380882958086,223.5,221.49619117041914,360,175.60581522833945,Madera Joint,-120.116451,36.95969699999999
WCR0033806,270.5051443423835,268.5,266.4948556576165,400,261.6080567188687,Madera Joint,-119.98550799999997,36.99599599999997
WCR0033807,261.00380882958086,259,256.99619117041914,360,253.4211385145111,Madera Joint,-120.05407999999996,36.999119999999984
WCR0033810,295.0051443423835,293,290.9948556576165,400,265.42689021310684,Madera Joint,-119.917176,36.95015899999997
WCR0033811,319.50640595008144,317.5,315.49359404991856,440,241.39157327936095,Madera Joint,-119.85939800000001,36.925357999999996
WCR0033945,244.00380882958086,242,239.99619117041914,360,231.0489848137916,Madera Joint,-119.80061900000001,36.95743399999999
WCR0033948,297.0051443423835,295,292.9948556576165,400,241.39157327936095,Madera Joint,-119.88149600000001,36.931039
WCR0035063,194.1205643441486,192,189.8794356558514,315,187.26900963258964,Chowchilla,-120.31955999999998,37.01821999999999
WCR0036129,298.01830303620665,296,293.98169696379335,400,31.715733397989634,SJREC (DM),-120.55442000000001,36.94524
WCR0036436,260.50380882958086,258.5,256.49619117041914,360,234.4132610718954,Madera Joint,-119.880207,36.989411
WCR0036437,264.00380882958086,262,259.99619117041914,360,234.4132610718954,Madera Joint,-119.885418,37.002620999999984
WCR0036438,269.5051443423835,267.5,265.4948556576165,400,265.42689021310684,Madera Joint,-119.90273999999997,36.97404
WCR0036443,285.0051443423835,283,280.9948556576165,400,265.42689021310684,Madera Joint,-119.92108000000002,36.959450000000004
WCR0036444,363.4991572715185,361.4924469003424,359.4857365291662,450,265.42689021310684,Madera Joint,-119.89514299999998,36.94959999999998
WCR0036445,317.50640595008144,315.5,313.49359404991856,440,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0038268,318.88446656325334,316.8793222208698,314.8741778784863,400,234.4132610718954,Madera Joint,-119.885521,36.98428799999999
WCR0038305,314.50640595008144,312.5,310.49359404991856,440,265.42689021310684,Madera Joint,-119.903,36.94503000000001
WCR0038306,294.5051443423835,292.5,290.4948556576165,400,241.39157327936095,Madera Joint,-119.88767999999999,36.91856799999999
WCR0038535,274.92628272380784,272.9228197687268,270.9193568136458,350,200.05053963373666,Madera Joint,-120.19186999999997,37.009133999999996
WCR0038581,358.00817081694555,356,353.99182918305445,500,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0039524,274.92628272380784,272.9228197687268,270.9193568136458,350,216.48022231589593,Madera Joint,-119.92135000000002,36.93055999999998
WCR0039534,272.50380882958086,270.5,268.49619117041914,360,216.48022231589593,Madera Joint,-119.89369599999998,36.93342199999997
WCR0039535,248.89988041173504,246.89748424721543,244.89508808269582,320,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0039536,258.00380882958086,256,253.99619117041914,360,241.39157327936095,Madera Joint,-119.88338999999999,36.93348199999999
WCR0039543,248.89988041173504,246.89748424721543,244.89508808269582,320,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0039545,274.92628272380784,272.9228197687268,270.9193568136458,350,216.48022231589593,Madera Joint,-119.89299199999999,36.93479599999999
WCR0039551,248.89988041173504,246.89748424721543,244.89508808269582,320,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0039561,271.5023961645196,269.5,267.4976038354804,320,149.5254153397908,Madera Joint,-119.77607000000002,36.95994
WCR0039572,229.50380882958086,227.5,225.49619117041914,360,226.75444137003453,Madera Joint,-120.104519,37.008088999999984
WCR0039573,248.89988041173504,246.89748424721543,244.89508808269582,320,234.4132610718954,Madera Joint,-119.884268,36.98039099999998
WCR0039707,318.88446656325334,316.8793222208698,314.8741778784863,400,241.39157327936095,Madera Joint,-119.8852,36.93059
WCR0039756,283.66174437595555,281.6579355463747,279.6541267167938,360,241.39157327936095,Madera Joint,-119.86714000000002,36.930610000000016
WCR0039868,284.53688380504786,282.5330406548417,280.5291975046356,365,265.42689021310684,Madera Joint,-119.90285,36.9595
